I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15
4.000000,4.712389,0.050000,0.000000,0.000000,0.032983,-0.053992,0.000000,10.042543,0.451676,0.000000,0.065910,0.000000,0.021970,0.039804,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.015047,-0.046233,0.000000,10.087382,0.611931,0.000000,0.021970,0.000000,0.000000,0.013798,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.011801,-0.028544,0.000000,10.095498,0.768765,0.000000,0.065910,-0.021970,0.000000,0.053808,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.008470,-0.031000,0.000000,10.103825,0.942695,0.000000,0.021970,0.021970,0.021970,0.004014,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.032779,0.001006,0.000000,10.043052,1.018508,0.000000,0.043940,-0.043940,0.065910,0.050165,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.043288,-0.002456,0.000000,10.016780,1.137595,0.000000,0.043940,-0.043940,0.021970,0.050094,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039875,-0.035262,0.000000,10.025312,1.338351,0.000000,0.021970,0.000000,0.021970,0.015834,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022913,0.006819,0.000000,10.067719,1.447986,0.000000,0.021970,-0.021970,0.021970,0.024917,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.023738,-0.027137,0.000000,10.065654,1.763107,0.000000,0.021970,0.000000,0.021970,0.016559,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.052031,-0.037532,0.000000,9.994922,2.005312,0.000000,0.043940,0.000000,0.021970,0.033592,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.050286,-0.023984,0.000000,9.999285,2.136299,0.000000,0.065910,-0.021970,0.000000,0.059150,0.000000
